Date,Invoice ID,Product Line,Item_Type,BASEUNIT,Quantity,Unit price,Tax 5%,cogs,Total,DIVISION
02/18/2019,SI644-BNY-78/79,NMC NAUNI GHIU 500GM,Household,kg,1,62.48,3.124,62.48,65.604,Suryabinayak
01/21/2019,SI644-BNY-78/79,BRITANNIA TOASTEA SUJI RUSK 305GMS,Snack Foods,PC,2,36.36,3.636,72.72,76.356,Suryabinayak
01/25/2019,SI645-BNY-78/79,BRITANNIA TOASTEA SUJI RUSK 305GMS,Meat,PC,4,60.01,12.002,240.04,252.042,Suryabinayak
03/30/2019,SI646-BNY-78/79,SNOW FUN TOP KULFI ,Canned,PC,7,40.23,14.0805,281.61,295.6905,Suryabinayak
02/17/2019,SI647-BNY-78/79,AAYO ULTRA LAUNDARY  SOAP 180GMS,Dairy,PC,8,88.79,35.516,710.32,745.836,Suryabinayak
03/05/2019,SI647-BNY-78/79,HIMALAYA COMPLETE CARE TOOTHPASTE 80GMS,Fruits and Vegetables,PC,2,81.91,8.191,163.82,172.011,Suryabinayak
03/07/2019,SI647-BNY-78/79,GARNIER PURE ACTIVE NEEM FACE WASH 50GMS,Dairy,PC,9,15.55,6.9975,139.95,146.9475,Suryabinayak
03/08/2019,SI647-BNY-78/79,LOTUS HERBALS SAFE SUN DRY TOUCH WHITENIING SUNBLO0CK SPF40 100GMS,Frozen Foods,PC,5,61.77,15.4425,308.85,324.2925,Suryabinayak
03/09/2019,SI647-BNY-78/79,HULAS KURUM KURUM CHIURA 800GMS,Fruits and Vegetables,PKT,5,99.78,24.945,498.9,523.845,Suryabinayak
03/25/2019,SI647-BNY-78/79,AXE DARK TEMPTATION BODYSPRAY 150ML,Fruits and Vegetables,PC,4,36.36,7.272,145.44,152.712,Suryabinayak
02/03/2019,SI647-BNY-78/79,SAMPOORNA  REFINED SUNFLOWER OIL 1LTR,Meat,PC,5,77.02,19.255,385.1,404.355,Suryabinayak
02/14/2019,SI648-BNY-78/79,KAACH CHURA SET 'B',Frozen Foods,PC,3,44.65,6.6975,133.95,140.6475,Suryabinayak
02/04/2019,SI648-BNY-78/79,DOMS X-ONE PENCIL,Fruits and Vegetables,PC,1,71.95,3.5975,71.95,75.5475,Suryabinayak
03/28/2019,SI649-BNY-78/79,POONAM GULAB JAL 80ML,Snack Foods,PC,7,26.02,9.107,182.14,191.247,Suryabinayak
01/26/2019,SI650-BNY-78/79,SNOW FUN TOP KULFI ,Canned,PC,7,51.69,18.0915,361.83,379.9215,Suryabinayak
01/21/2019,SI651-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 500GMS,Snack Foods,kg,6,73.22,21.966,439.32,461.286,Suryabinayak
03/24/2019,SI652-BNY-78/79,FASHION JEWELRY SMALL TRAY ,Snack Foods,PC,4,65.94,13.188,263.76,276.948,Suryabinayak
01/04/2019,SI653-BNY-78/79,AZZABKO STRAWBERRY 500ML,Soft Drinks,PC,5,20.97,5.2425,104.85,110.0925,Suryabinayak
02/04/2019,SI654-BNY-78/79,KALPA ATTA 5 KG ,Frozen Foods,PC,7,25.22,8.827,176.54,185.367,Suryabinayak
01/21/2019,SI655-BNY-78/79,AZZABKO STRAWBERRY 100ML,Fruits and Vegetables,PC,7,53.17,18.6095,372.19,390.7995,Suryabinayak
01/15/2019,SI655-BNY-78/79,AZZABKO 21LOVE 100ML,Fruits and Vegetables,PC,7,19.1,6.685,133.7,140.385,Suryabinayak
01/31/2019,SI655-BNY-78/79,AZZABKO CHOCOLATE 100ML,Dairy,PC,4,20.77,4.154,83.08,87.234,Suryabinayak
01/25/2019,SI656-BNY-78/79,KELLOGGS CHOCOS DUET 26GMS,Household,PC,4,40.05,8.01,160.2,168.21,Suryabinayak
03/30/2019,SI656-BNY-78/79,PADELUX PREMIUM SANITARY PADS COMFORT PLUS,Fruits and Vegetables,PC,5,64.44,16.11,322.2,338.31,Suryabinayak
02/02/2019,SI656-BNY-78/79,CHERRY BLOSSOM DARK TAN 40GMS,Snack Foods,PC,8,51.52,20.608,412.16,432.768,Suryabinayak
03/14/2019,SI656-BNY-78/79,SNOW FUN TOP KULFI ,Starchy Foods,PC,7,99.55,34.8425,696.85,731.6925,Suryabinayak
02/17/2019,SI657-BNY-78/79,SIMPLE CLIP,Snack Foods,PC,9,98.09,44.1405,882.81,926.9505,Suryabinayak
01/23/2019,SI658-BNY-78/79,SUPER NUTRI PEANUT BUTTER CRUNCHY 340GMS,Household,PC,6,66.06,19.818,396.36,416.178,Suryabinayak
03/25/2019,SI658-BNY-78/79,DABUR RED TOOTHPASTE 80GMS,Others,PC,7,19.32,6.762,135.24,142.002,Suryabinayak
01/01/2019,SI658-BNY-78/79,FU XIN TOYS BLOCK SET,Health and Hygiene,PKT,9,65.74,29.583,591.66,621.243,Suryabinayak
03/26/2019,SI658-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Breads,PC,4,64.27,12.854,257.08,269.934,Suryabinayak
02/01/2019,SI659-BNY-78/79,CHILDREN'S MASK,Health and Hygiene,PC,4,77.68,15.536,310.72,326.256,Suryabinayak
03/27/2019,SI660-BNY-78/79,AAYO ULTRA LAUNDARY  SOAP 180GMS,Snack Foods,PC,3,52.34,7.851,157.02,164.871,Suryabinayak
03/04/2019,SI661-BNY-78/79,OBN NAILPOLISH REMOVER,Baking Goods,PC,5,14.62,3.655,73.1,76.755,Suryabinayak
02/07/2019,SI661-BNY-78/79,LOCAL MURALI MAKAI 1KG,Snack Foods,PC,1,45.58,2.279,45.58,47.859,Suryabinayak
03/20/2019,SI661-BNY-78/79,HIMALAYA PURIFYING NEEM FACE WASH 300ML,Baking Goods,PC,1,91.61,4.5805,91.61,96.1905,Suryabinayak
02/03/2019,SI661-BNY-78/79,LILIUM HERBAL ALOE VERA REGENERATING FACE AND BODY GEL 200ML,Dairy,PC,10,72.78,36.39,727.8,764.19,Suryabinayak
01/29/2019,SI662-BNY-78/79,CADBURY DAIRY MILK 6.6GMS ,Hard Drinks,PC,5,27.93,6.9825,139.65,146.6325,Suryabinayak
02/23/2019,SI663-BNY-78/79,OBN NAILPOLISH REMOVER,Baking Goods,PC,4,73.47,14.694,293.88,308.574,Suryabinayak
01/16/2019,SI664-BNY-78/79,GANPATI PURE & FRESH SOOJI 400GM,Household,PC,10,63.56,31.78,635.6,667.38,Suryabinayak
02/15/2019,SI664-BNY-78/79,VICTORY HB GRAPHITE PENCIL,Dairy,PC,3,67.1,10.065,201.3,211.365,Suryabinayak
03/04/2019,SI664-BNY-78/79,DABUR RED TOOTHPASTE 40GMS,Meat,PC,10,48.63,24.315,486.3,510.615,Suryabinayak
01/29/2019,SI664-BNY-78/79,AAYO NOON 1KG,Household,PC,5,87.37,21.8425,436.85,458.6925,Suryabinayak
02/28/2019,SI664-BNY-78/79,CELLO SUNFLOWER OIL 500ML ,Dairy,PC,6,80.62,24.186,483.72,507.906,Suryabinayak
03/20/2019,SI664-BNY-78/79,CENTURY CHICKEN MASALA 50GMS,Starchy Foods,PC,9,93.96,42.282,845.64,887.922,Suryabinayak
01/11/2019,SI665-BNY-78/79,HIMALAYA BABY POWDER 50GMS,Breads,PC,6,96.52,28.956,579.12,608.076,Suryabinayak
01/15/2019,SI666-BNY-78/79,SURF EXCEL QUICK WASH 500 GMS ,Fruits and Vegetables,PC,6,11.43,3.429,68.58,72.009,Suryabinayak
02/22/2019,SI667-BNY-78/79,PATANJALI HONEY 500GMS,Household,PC,10,24.49,12.245,244.9,257.145,Suryabinayak
03/04/2019,SI668-BNY-78/79,BMG MIX MASALA POWDER WT 200GM,Frozen Foods,kg,9,48.96,22.032,440.64,462.672,Suryabinayak
03/17/2019,SI669-BNY-78/79,HIMALAYA PURIFYING NEEM FACE WASH 150ML,Frozen Foods,PC,4,77.47,15.494,309.88,325.374,Suryabinayak
01/08/2019,SI670-BNY-78/79,LOCAL PISTA 100GM,Fruits and Vegetables,PC,4,50.23,10.046,200.92,210.966,Suryabinayak
03/22/2019,SI671-BNY-78/79,ROZA TUNA CHUNK IN BRINE 185GMS ,Dairy,PC,1,95.15,4.7575,95.15,99.9075,Suryabinayak
01/24/2019,SI671-BNY-78/79,LOCAL MEDIUM MUSURO DAAL 500GM,Health and Hygiene,kg,8,48.62,19.448,388.96,408.408,Suryabinayak
03/04/2019,SI671-BNY-78/79,BRITANNIA SUGAR FREE DIGESTIVE BISCUITS 200GMS,Fruits and Vegetables,PC,3,68.71,10.3065,206.13,216.4365,Suryabinayak
01/24/2019,SI671-BNY-78/79,PAICHO BITTER GOURD PICKLE 400GM,Meat,PC,8,10.56,4.224,84.48,88.704,Suryabinayak
03/26/2019,SI671-BNY-78/79,PAICHO BAMBOO SHOOT PICKLE 400GMS,Fruits and Vegetables,PC,1,52.38,2.619,52.38,54.999,Suryabinayak
02/15/2019,SI672-BNY-78/79,HALDIRAMS KAJU MIXTURE 200GMS,Fruits and Vegetables,PC,3,51.94,7.791,155.82,163.611,Suryabinayak
01/26/2019,SI672-BNY-78/79,MCVITIES DIGESTIVE WHOLE WHEAT 500GMS ,Dairy,PC,1,21.32,1.066,21.32,22.386,Suryabinayak
01/19/2019,SI672-BNY-78/79,GILLETTE 7 O'ÇLOCK PII RAZOR,Baking Goods,PC,6,99.1,29.73,594.6,624.33,Suryabinayak
01/25/2019,SI672-BNY-78/79,CURRENT NOODLES HOT N LEMON 100GMS,Canned,PC,1,74.1,3.705,74.1,77.805,Suryabinayak
03/07/2019,SI672-BNY-78/79,BRITANNIA NAUTRI CHOICE SUGAR FREE CRACKER 300GMS,Snack Foods,PC,4,28.31,5.662,113.24,118.902,Suryabinayak
01/23/2019,SI672-BNY-78/79,DIVELLA SPAGHETTI RISTORANTE 8 500GMS ,Dairy,PC,9,47.63,21.4335,428.67,450.1035,Suryabinayak
01/08/2019,SI672-BNY-78/79,PAYO POTATO CHIPS CREAM AND ONION FLAVOUR 55GM,Meat,PKT,3,79.59,11.9385,238.77,250.7085,Suryabinayak
01/18/2019,SI673-BNY-78/79,LOTUS WHITEGLOW BB CREAM,Soft Drinks,PC,6,89.06,26.718,534.36,561.078,Suryabinayak
03/19/2019,SI673-BNY-78/79,POONAM GULAB JAL 50ML,Health and Hygiene,PC,2,83.34,8.334,166.68,175.014,Suryabinayak
01/13/2019,SI673-BNY-78/79,GYAN MUSTARD OIL 2LTR JAR,Frozen Foods,PC,7,45.58,15.953,319.06,335.013,Suryabinayak
01/28/2019,SI674-BNY-78/79,SNOW FUN TOP KULFI ,Dairy,PC,7,11.53,4.0355,80.71,84.7455,Suryabinayak
02/07/2019,SI674-BNY-78/79,AZZABKO CHOCOLATE 500ML,Starchy Foods,PC,8,93.12,37.248,744.96,782.208,Suryabinayak
02/25/2019,SI675-BNY-78/79,14 BIRTHDAY BOY CUP,Starchy Foods,PC,3,99.6,14.94,298.8,313.74,panga
03/11/2019,SI676-BNY-78/79,12 DRAGON CUP,Fruits and Vegetables,PC,4,94.67,18.934,378.68,397.614,panga
03/30/2019,SI677-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 500GMS,Breads,kg,5,89.48,22.37,447.4,469.77,panga
02/17/2019,SI677-BNY-78/79,WATER BOTTLE ROUND 1000ML,Household,PC,3,92.09,13.8135,276.27,290.0835,panga
03/28/2019,SI677-BNY-78/79,CHANA 1KG,Frozen Foods,kg,7,10.08,3.528,70.56,74.088,panga
01/06/2019,SI677-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Fruits and Vegetables,PC,7,42.57,14.8995,297.99,312.8895,panga
02/19/2019,SI677-BNY-78/79,NEBICO COCONUT CRUNCHES 75GMS,Snack Foods,PC,9,98.66,44.397,887.94,932.337,panga
02/05/2019,SI678-BNY-78/79,KOOL MANGO FRUTI 200ML,Dairy,PC,2,20.89,2.089,41.78,43.869,panga
03/25/2019,SI679-BNY-78/79,KODAK HEAVY DUTY BATTERY AAA,Health and Hygiene,PC,3,15.8,2.37,47.4,49.77,panga
02/11/2019,SI679-BNY-78/79,SCISSORS LTIGH QUALITY STAINLESS 1203 (175),Household,PC,3,80.08,12.012,240.24,252.252,panga
03/04/2019,SI680-BNY-78/79,PARACHUTE RB COCONUT HAIR OIL 50ML,Baking Goods,PC,4,74.66,14.932,298.64,313.572,panga
01/23/2019,SI681-BNY-78/79,CADBURY DAIRY MILK 6.6GMS ,Frozen Foods,PC,4,58.15,11.63,232.6,244.23,panga
02/09/2019,SI682-BNY-78/79,SAMPOORNA MUSTARD OIL 1LTR POUCH,Canned,PC,1,31.84,1.592,31.84,33.432,panga
02/22/2019,SI682-BNY-78/79,AAYO NOON 1KG,Frozen Foods,PC,1,65.82,3.291,65.82,69.111,panga
02/18/2019,SI683-BNY-78/79,mask ,Snack Foods,PC,7,88.34,30.919,618.38,649.299,panga
03/09/2019,SI684-BNY-78/79,MUNAYCITO DISH WASH PAD,Household,PC,4,25.51,5.102,102.04,107.142,panga
01/15/2019,SI684-BNY-78/79,GHAILA MUSTARD OIL 500ML ,Dairy,CASE,6,93.72,28.116,562.32,590.436,panga
02/08/2019,SI684-BNY-78/79,PAICHO LEMON PICKLE 400GMS,Canned,PC,1,33.52,1.676,33.52,35.196,panga
01/25/2019,SI685-BNY-78/79,PAICHO LEMON PICKLE 400GMS,Soft Drinks,PC,5,88.36,22.09,441.8,463.89,panga
01/28/2019,SI685-BNY-78/79,BOBBY PREMIUM CTC TEA 200GM,Health and Hygiene,kg,9,78.07,35.1315,702.63,737.7615,panga
01/10/2019,SI685-BNY-78/79,GUSTOZIO CHICKEN SOUP POWDER 42GMS,Fruits and Vegetables,PC,8,83.78,33.512,670.24,703.752,panga
03/03/2019,SI685-BNY-78/79,MUNAYCITO DISH WASH PAD,Canned,PC,8,30.12,12.048,240.96,253.008,panga
02/08/2019,SI685-BNY-78/79,NESCAFE RED CUP 45GMS ,Dairy,PC,6,69.12,20.736,414.72,435.456,panga
03/09/2019,SI685-BNY-78/79,HIMALAYA MOISTURIZING ALOE VERA FACE WASH 50ML,Household,PC,4,93.96,18.792,375.84,394.632,panga
02/14/2019,SI685-BNY-78/79,LOLANE NATURA HAIR TREATMNT 250GMS,Dairy,PC,4,75.74,15.148,302.96,318.108,panga
02/27/2019,SI685-BNY-78/79,NMC THEKI DAHI 500ML,Frozen Foods,PC,6,76.99,23.097,461.94,485.037,panga
03/05/2019,SI686-BNY-78/79,NMC THEKI DAHI 500ML,Household,PC,6,82.7,24.81,496.2,521.01,panga
03/19/2019,SI687-BNY-78/79,KAAYA BINDI BEAUTY,Frozen Foods,PC,7,30.35,10.6225,212.45,223.0725,panga
02/15/2019,SI688-BNY-78/79,KARBON GLASS TURTLE NO.1,Baking Goods,PC,7,72.84,25.494,509.88,535.374,panga
01/25/2019,SI688-BNY-78/79,KAAYA BINDI BEAUTY,Frozen Foods,PC,7,39.62,13.867,277.34,291.207,panga
02/10/2019,SI689-BNY-78/79,NMC PANEER 200GM,Household,kg,4,34.84,6.968,139.36,146.328,panga
02/16/2019,SI690-BNY-78/79,TIDE ULTRA MATIC FL & TL ANTI GERM 1KG ,Baking Goods,PC,10,51.91,25.955,519.1,545.055,panga
01/04/2019,SI691-BNY-78/79,NEERA HERBAL HENNA HAIR COLOR,Fruits and Vegetables,PC,1,72.17,3.6085,72.17,75.7785,panga
02/08/2019,SI691-BNY-78/79,WHISPER CHOICE WINGS 7 PADS,Snack Foods,PC,4,46.47,9.294,185.88,195.174,panga
03/15/2019,SI691-BNY-78/79,BRITANNIA TOASTEA SUJI RUSK 305GMS,Canned,PC,4,57.49,11.498,229.96,241.458,panga
03/11/2019,SI692-BNY-78/79,PRASANSHA COOKIES SMALL BOX,Frozen Foods,PKT,7,29.61,10.3635,207.27,217.6335,panga
03/24/2019,SI693-BNY-78/79,HUXIA BEAUTY MATTE LIPSTICK 3D,Household,PC,5,24.77,6.1925,123.85,130.0425,panga
02/26/2019,SI693-BNY-78/79,PRASANSHA COOKIES BIG BOX ,Meat,PKT,6,90.7,27.21,544.2,571.41,panga
01/26/2019,SI693-BNY-78/79,BLACK TOP,Baking Goods,PC,2,81.37,8.137,162.74,170.877,panga
02/11/2019,SI693-BNY-78/79,EARRING ,Household,PC,9,84.09,37.8405,756.81,794.6505,panga
02/21/2019,SI694-BNY-78/79,KAAYA BINDI BEAUTY,Snack Foods,PC,4,73.82,14.764,295.28,310.044,panga
03/02/2019,SI695-BNY-78/79,CHIMTY,Hard Drinks,PC,5,13.22,3.305,66.1,69.405,panga
02/09/2019,SI696-BNY-78/79,CADBURY DAIRY MILK CRISPELLO 13GMS,Frozen Foods,PC,3,81.4,12.21,244.2,256.41,panga
01/29/2019,SI696-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Canned,PC,4,32.62,6.524,130.48,137.004,panga
03/13/2019,SI696-BNY-78/79,AZZABKO 21LOVE POLY TUBE 1000ML,Snack Foods,PC,4,38.3,7.66,153.2,160.86,panga
01/08/2019,SI696-BNY-78/79,BRITE ORIGINAL DISH WASH PAD,Baking Goods,PC,10,74.6,37.3,746,783.3,panga
01/07/2019,SI697-BNY-78/79,MANGAL SUTRA BOX,Fruits and Vegetables,PC,7,47.97,16.7895,335.79,352.5795,panga
02/20/2019,SI697-BNY-78/79,HUXIA BEAUTY MATTE LIPSTICK 3D,Dairy,PC,5,66.68,16.67,333.4,350.07,panga
02/23/2019,SI697-BNY-78/79,PRASANSHA BAKERY BISCUITE ,Fruits and Vegetables,PKT,8,14.96,5.984,119.68,125.664,panga
01/31/2019,SI698-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 1KG,Frozen Foods,kg,6,79.93,23.979,479.58,503.559,panga
02/07/2019,SI698-BNY-78/79,CLEAR COMPLETE ACTIVE CARE OIL 150ML ,Health and Hygiene,PC,9,22.02,9.909,198.18,208.089,panga
02/24/2019,SI699-BNY-78/79,BAMBINO MIXED VEGETABLE SOUP  POWDER 45GMS,Breads,PC,6,57.95,17.385,347.7,365.085,panga
02/15/2019,SI699-BNY-78/79,NMC PANEER 200GM,Household,kg,7,76.9,26.915,538.3,565.215,panga
03/02/2019,SI700-BNY-78/79,KARBON GLASS TURTLE NO.1,Snack Foods,PC,9,27,12.15,243,255.15,panga
03/16/2019,SI700-BNY-78/79,CADBURY ORIGINAL (VANILLA) 46.3GMS,Fruits and Vegetables,PC,1,74.97,3.7485,74.97,78.7185,panga
02/02/2019,SI701-BNY-78/79,GILLETTE VECTOR +6S ,Snack Foods,PC,7,26.26,9.191,183.82,193.011,panga
01/14/2019,SI702-BNY-78/79,OLD DURBAR BLACK CHIMNEY 180ML,Frozen Foods,PC,5,99.69,24.9225,498.45,523.3725,panga
01/31/2019,SI703-BNY-78/79,GILLETTE VECTOR +6S ,Fruits and Vegetables,PC,1,75.82,3.791,75.82,79.611,panga
01/26/2019,SI704-BNY-78/79,PRASSANSHA BREAD RUSK LOW FAT,Frozen Foods,PC,10,37.95,18.975,379.5,398.475,panga
03/15/2019,SI705-BNY-78/79,BIRTHDAY CANDLE '20' 1PC,Household,PC,9,13.59,6.1155,122.31,128.4255,panga
03/04/2019,SI705-BNY-78/79,PARTY POPPER BIG,Household,PC,9,19.24,8.658,173.16,181.818,panga
01/04/2019,SI705-BNY-78/79,BIRTHDAY SLASH BODY FITA ,Frozen Foods,PC,4,68.71,13.742,274.84,288.582,panga
01/02/2019,SI705-BNY-78/79,KAMMER BELT JHUMKA,Dairy,PC,10,34.21,17.105,342.1,359.205,panga
01/02/2019,SI706-BNY-78/79,LIFE MOONG KHOSTA 1 KG,Dairy,PC,9,40.61,18.2745,365.49,383.7645,panga
02/27/2019,SI706-BNY-78/79,LOCAL PISTA 100GM,Frozen Foods,PC,5,67.27,16.8175,336.35,353.1675,panga
01/01/2019,SI707-BNY-78/79,KALPA AATA  2KG,Baking Goods,PC,6,74.71,22.413,448.26,470.673,panga
01/02/2019,SI707-BNY-78/79,PARLE TOP RICH BUTTER CRACKERS 100GM ,Fruits and Vegetables,PC,6,22.01,6.603,132.06,138.663,panga
02/13/2019,SI707-BNY-78/79,SUGAR 500GMS ,Health and Hygiene,PC,5,29.56,7.39,147.8,155.19,panga
02/07/2019,SI708-BNY-78/79,ANANTA BHOG MAIDA 1KG,Others,PC,10,79.39,39.695,793.9,833.595,panga
03/22/2019,SI709-BNY-78/79,ROSE PIN KHOPA,Soft Drinks,PC,6,37.02,11.106,222.12,233.226,panga
03/30/2019,SI709-BNY-78/79,CURRENT NOODLES HOT N LEMON 100GMS,Breakfast,PC,8,72.57,29.028,580.56,609.588,panga
02/12/2019,SI709-BNY-78/79,QIAOSHENMEILI PANTY,Meat,PC,10,60.38,30.19,603.8,633.99,panga
02/28/2019,SI709-BNY-78/79,KAJAL PENCIL,Frozen Foods,PC,10,41.09,20.545,410.9,431.445,panga
03/20/2019,SI709-BNY-78/79,KAAYA BINDI BEAUTY,Fruits and Vegetables,PC,8,75.92,30.368,607.36,637.728,panga
01/21/2019,SI709-BNY-78/79,BALLOON LOCOLOCO,Baking Goods,PC,1,98.13,4.9065,98.13,103.0365,panga
03/25/2019,SI709-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Hard Drinks,PC,2,93.31,9.331,186.62,195.951,panga
01/08/2019,SI709-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 500GMS,Household,kg,3,48.5,7.275,145.5,152.775,panga
03/29/2019,SI709-BNY-78/79,CELLO SUNFLOWER OIL 500ML ,Soft Drinks,PC,5,61.29,15.3225,306.45,321.7725,panga
01/26/2019,SI709-BNY-78/79,HAPPY BIRTHDAY BANER,Baking Goods,PKT,5,51.54,12.885,257.7,270.585,panga
02/22/2019,SI709-BNY-78/79,GHAILA MUSTARD OIL 500ML ,Household,CASE,9,54.31,24.4395,488.79,513.2295,panga
02/05/2019,SI709-BNY-78/79,HAIR BIN BOX PVS-137,Frozen Foods,PC,9,58.24,26.208,524.16,550.368,panga
02/04/2019,SI709-BNY-78/79,COTTON BUDS DORIA,Dairy,PC,2,72.04,7.204,144.08,151.284,panga
03/14/2019,SI709-BNY-78/79,AAYO NOON 1KG,Household,PC,9,21.58,9.711,194.22,203.931,panga
03/20/2019,SI709-BNY-78/79,MOTI CHIMTY TRIANGLE,Fruits and Vegetables,PC,2,99.25,9.925,198.5,208.425,panga
01/29/2019,SI709-BNY-78/79,VIM BAR 90GMS,Household,PC,10,26.67,13.335,266.7,280.035,panga
02/20/2019,SI710-BNY-78/79,NEBICO COCONUT CRUNCHES 75GMS,Fruits and Vegetables,PC,4,60.3,12.06,241.2,253.26,panga
03/15/2019,SI710-BNY-78/79, BMG MIX MASALA POWDER WT 50 GM,Health and Hygiene,kg,3,96.8,14.52,290.4,304.92,panga
02/08/2019,SI710-BNY-78/79,LOCAL KISMIS 100GM,Household,PC,4,31.75,6.35,127,133.35,panga
01/24/2019,SI711-BNY-78/79,DABUR RED TOOTHPASTE 80GMS,Fruits and Vegetables,PC,3,93.22,13.983,279.66,293.643,panga
01/13/2019,SI712-BNY-78/79,PATANJALI ACTIVE CARE BRUSH ,Frozen Foods,PC,6,72.6,21.78,435.6,457.38,panga
02/16/2019,SI713-BNY-78/79,PARLE 20-20 BUTTER COOKIES 40GMS ,Frozen Foods,PC,1,91.35,4.5675,91.35,95.9175,panga
01/26/2019,SI713-BNY-78/79,NEBICO STAY-FIT SUGAR FREE 75GMS,Others,PC,2,78.88,7.888,157.76,165.648,panga
03/14/2019,SI713-BNY-78/79,TWINKLE LADIES COMB,Canned,PC,10,82.58,41.29,825.8,867.09,panga
03/08/2019,SI713-BNY-78/79,PATANJALI GREEN CHIILI PICKLE 400GMS,Dairy,PC,5,17.63,4.4075,88.15,92.5575,panga
03/20/2019,SI713-BNY-78/79,LOCAL KISMIS 100GM,Frozen Foods,PC,1,33.63,1.6815,33.63,35.3115,panga
01/22/2019,SI713-BNY-78/79,CADBURY DAIRY MILK 6.6GMS ,Fruits and Vegetables,PC,6,55.81,16.743,334.86,351.603,panga
02/03/2019,SI713-BNY-78/79,AZZABKO STRAWBERRY 100ML,Frozen Foods,PC,3,42.97,6.4455,128.91,135.3555,panga
03/30/2019,SI714-BNY-78/79,HIMALAYA MEN  POWER GLOW LICORICE FACE WASH 100ML,Fruits and Vegetables,PC,2,93.4,9.34,186.8,196.14,panga
02/24/2019,SI714-BNY-78/79,FASHION MASK ,Frozen Foods,PC,2,83.77,8.377,167.54,175.917,panga
02/12/2019,SI715-BNY-78/79,PARLE TOP 200GMS,Others,PC,1,39.48,1.974,39.48,41.454,panga
01/06/2019,SI715-BNY-78/79,BRITANNIA GOOD DAY NUT COOKIES ,Fruits and Vegetables,PC,9,80.47,36.2115,724.23,760.4415,panga
03/02/2019,SI715-BNY-78/79,LOCAL PISTA 100GM,Baking Goods,PC,9,88.39,39.7755,795.51,835.2855,panga
03/29/2019,SI715-BNY-78/79,LOCAL KISMIS 100GM,Canned,PC,7,71.77,25.1195,502.39,527.5095,panga
02/02/2019,SI716-BNY-78/79,BMG CUMUIN POWDER 100GM ,Frozen Foods,kg,7,25.56,8.946,178.92,187.866,panga
03/09/2019,SI716-BNY-78/79,PARLE TOP 200GMS,Soft Drinks,PC,7,52.18,18.263,365.26,383.523,panga
02/13/2019,SI716-BNY-78/79,BAMBINO MIXED VEGETABLE SOUP  POWDER 45GMS,Canned,PC,6,13.69,4.107,82.14,86.247,panga
03/16/2019,SI716-BNY-78/79,KELLOGGS CHOCOS 26GMS,Dairy,PC,4,95.64,19.128,382.56,401.688,panga
01/03/2019,SI716-BNY-78/79,KELLOGG CHOCOS DUET 375GMS POUCH,Frozen Foods,PC,1,93.38,4.669,93.38,98.049,panga
02/23/2019,SI716-BNY-78/79,GUSTOZIO CHICKEN SOUP POWDER 42GMS,Health and Hygiene,PC,9,75.59,34.0155,680.31,714.3255,panga
01/14/2019,SI716-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 1KG,Fruits and Vegetables,kg,1,17.75,0.8875,17.75,18.6375,panga
02/25/2019,SI716-BNY-78/79,SANCHO FEEL THE RELIEF ,Snack Foods,PC,4,62.57,12.514,250.28,262.794,panga
01/09/2019,SI716-BNY-78/79,NEBICO BUTTER CRACKER 50GMS,Canned,PC,8,11.85,4.74,94.8,99.54,panga
02/28/2019,SI716-BNY-78/79,BAMBINO MUSHRROM SOUP POWDER 45GMS,Dairy,PC,1,60.3,3.015,60.3,63.315,panga
02/16/2019,SI716-BNY-78/79,HULAS KURUM KURUM CHIURA 1KG,Meat,kg,9,36.51,16.4295,328.59,345.0195,panga
01/01/2019,SI716-BNY-78/79,DABUR RED TOOTHPASTE 175GMS,Fruits and Vegetables,PC,8,21.12,8.448,168.96,177.408,panga
02/15/2019,SI716-BNY-78/79,BUBBLE,Canned,PC,6,57.59,17.277,345.54,362.817,panga
01/12/2019,SI716-BNY-78/79,NGPL HERB YUKT DISHWASH BAR 175GMS,Others,PC,7,51.07,17.8745,357.49,375.3645,panga
01/28/2019,SI717-BNY-78/79,CHANA 1KG,Snack Foods,kg,10,21.43,10.715,214.3,225.015,panga
02/25/2019,SI717-BNY-78/79,MAAS DAAL 1KG,Dairy,PC,1,39.75,1.9875,39.75,41.7375,panga
02/07/2019,SI717-BNY-78/79,YELLOW PEAS 1KG,Fruits and Vegetables,kg,8,57.91,23.164,463.28,486.444,panga
03/06/2019,SI718-BNY-78/79,CADBURY ORIGINAL (VANILLA) 46.3GMS,Soft Drinks,PC,5,28.38,7.095,141.9,148.995,panga
02/08/2019,SI718-BNY-78/79,ACE MANGO TANGO 200GM,Dairy,PC,6,16.37,4.911,98.22,103.131,panga
02/09/2019,SI719-BNY-78/79,NEBICO CASHEW COOKIES PLATINUM SERIES 150GMS,Fruits and Vegetables,PC,6,65.91,19.773,395.46,415.233,panga
